4,After stroke clot removal saves brain function studies say http://ow.ly/ITDiR
6,Today's headlines: Market Pressures May Keep Premiums Low As Health Law Kicks In http://khne.ws/HKMauB
1,Childhood Obesity: No Major Shift? http://nbcnews.to/1fZccdm
0,Watch out! Temporary tattoos can leave permanent damage on your skin FDA says http://wp.me/p2yZYB-kvP
0,Say so-long to stress with these relaxing pain-relieving yoga stretches --&gt http://ow.ly/JVLGY
1,Why Can't an HIV Vaccine Be Rushed Like Ebola's? http://nbcnews.to/12SqkSC
6,Key states six months: White House readies health law push (and other headlines from today): http://khne.ws/HKMauB
1,Delaying retirement can delay dementia large study finds http://nbcnews.to/12DXiy0
7,'You've got cancer' email warning http://bbc.in/1cWHpJm
0,7 Ways to Make Your Treadmill Runs More Effective http://wp.me/p2yZYB-u9W
4,10 recipes for a high-protein in less than 15 minutes  http://ow.ly/KMCVB
4,Without symptoms the value of testing for thyroid disease is unclear http://ow.ly/KJwsM
1,Drug May Help Breast Cancer Patients Get Pregnant http://nbcnews.to/1puKGd7
7,MRSA found in farm poultry http://bbc.in/1cqJSw9
3,Abbott to Sell Generics Assets to Mylan for $5.3 Billion http://on.wsj.com/1kXjm0O
3,RT @stefaniei: Great map showing health law enrollment by state some fell short of the mark but others exceeded expectations. http://t.co?
7,'Millions denied end-of-life drugs' http://bbc.in/1wXlpKD
6,In Ohio could the #Medicaid expansion and coverage for 350K end due to politics? http://khne.ws/1p9rOMI http://pbs.twimg.com/media/Bz7PM_xIUAAeS2N.jpg
7,WHO focuses on stopping Ebola spread http://bbc.in/1qCZ4MP
0,Yes you can eat healthy on Super Bowl Sunday! Try this basil guacamole #recipe from @CarrotsNCake http://wp.me/p2yZYB-jyf
5,5 Myths About Women Weightlifters: http://ow.ly/JMMsC http://pbs.twimg.com/media/B_BrTtNW0AAOOWF.jpg
1,Falling TVs send a kid to the ER every 30 minutes http://on.today.com/15YTNFC
2,Acne treatments may cause serious allergic reactions FDA warns http://buff.ly/1qJNCTE http://pbs.twimg.com/media/BrBc1T6IYAEvptb.jpg
0,The hidden dangers of medical scans: http://ow.ly/EOl7z
4,10 Ebola cases found during Sierra Leone's shutdown http://ow.ly/L5NKV
1,Camp Lejeune Study Finds Higher Cancer Death Risk http://nbcnews.to/1jSMEOL
4,Injury prevention programs unpopular with high school coaches http://ow.ly/Lma9z
0,Remind us to get to bed early...Night owls may pack on more pounds #sleep #diet #weightloss http://wp.me/p2yZYB-m49
0,http://pinterest.com/pin/34832597087825050/ How Love Changes Your Body Chemistry
1,Air pollution causes lung cancer worsens heart failure studies find http://nbcnews.to/13zP55a
0,Recipe of the Day: Chicken White Bean and Spinach Stew http://wp.me/p2yZYB-ib4
6,What does Eric Cantor's loss mean for #Obamacare? http://khne.ws/1n5S1ey
1,C-section rate stable for third year new report shows http://nbcnews.to/17krGCT
4,One dose then surgery: New way to test brain tumor drugs http://ow.ly/HMh13
0,What's on the table for #breakfast this morning? Here's 17 Healthy Muffin #Recipes that are quick and easy to whip up! http://ow.ly/heTyw
0,Ugh winter weight gain...4 bad habits to break to avoid piling on cold-weather pounds @fitsugar http://wp.me/p2yZYB-jJv
6,Medicare is using #HospiceAudits to curb the industry's habit of admitting those not about to die: http://khne.ws/13DCIAW
2,Cat and dog flea treatments can be toxic to pets humans http://www.cbc.ca/news/health/cat-and-dog-flea-treatments-can-be-toxic-to-pets-humans-1.2860665?cmp=rss
0,Be smart about snacking! Grab one of these 20 foods to burn fat fast --&gt http://ow.ly/FOdVw
0,Healthy #Snack Tips: @HealthyLiving shares what mistakes to avoid when you nibble. http://ow.ly/jKAyD
0,Enter daily for a chance to #win our holiday #sweepstakes! Weekly #prizes (e.g. $500 gift card) + $10 000 grand prize http://ow.ly/fCRq3
7,Diabetes: Asia's 'silent killer' http://bbc.in/1cpH6Xx
0,Get a gorgeous winter glow: Learn the right way to apply bronzer for a natural golden look: http://ow.ly/GxLA4
1,Brain overload explains lost childhood memories http://nbcnews.to/13PJd1t
0,Probably right! @tiff3renee
7,AUDIO: Is working standing up good for health? http://bbc.in/1qlve11
5,Are potatoes healthy or just sugar in disguise? http://ow.ly/Ii3hW
0,Enter daily for a chance to #win our holiday #sweepstakes! Fab weekly #prizes (e.g. Dyson vacuum) + $10 000 grand prize http://ow.ly/fCP8M
7,Eradicating polio one step at a time http://bbc.in/1j8ycUx
2,Canada turned 176 people away after imposing Ebola travel ban http://www.cbc.ca/news/health/ebola-outbreak-canada-turned-176-people-away-after-imposing-travel-ban-1.2887673?cmp=rss
2,Twin births by C-section no safer than vaginally http://bit.ly/17tVsGq
2,Manitoba's STARS air ambulance slammed in draft provincial report http://bit.ly/1j9SV8U
1,FDA approves more powerful painkiller http://nbcnews.to/1aJYFQ4
0,RT thanks for reading! @abraabe: Interesting read. RT @goodhealth: How sleep turns off the obesity gene. http://ow.ly/aDxK1
1,'Disrespectful': Brittany Maynard Slams Doctor's Remarks http://nbcnews.to/1sUMI5V
1,Opinion: Why selling kidneys still won't work http://nbcnews.to/1gMMU40
1,'Mystery' illness in Alabama mostly cold and flu http://tinyurl.com/pn5tv2d
1,Jack Lew: Real test for Obamacare comes early next year http://nbcnews.to/1axPLFd
6,Today's headlines: Obama Opposes Raising Medicare's Eligibility Age To Reduce Spending http://khne.ws/HKMauB
0,Join us and @CanyonRanch for the #HealthTotalWellness weekend. Exclusive offer with code HealthTotalWellness at http://ow.ly/FqK1j
0,The Best #Fat-Burning #Breakfasts http://pinterest.com/pin/34832597089875965/ via @pinterest
1,After shootings states rethink mental health cuts http://nbcnews.to/14duT52
5,RT @MicrosoftMD: A14 Even better sensors stylish devices cool apps to manage wellness work and health with actionable insights #USNTechC…
0,Countdown to #Thanksgiving #recipe of the day - Warm Apple-Buttermilk Custard Pie: http://bit.ly/sOP0E1
2,Motherless family's struggles worsen as twin toddlers hospitalized http://www.cbc.ca/news/canada/newfoundland-labrador/sarah-turpin-s-twins-in-hospital-as-family-gets-outpouring-of-support-1.2859311?cmp=rss
7,How do we pay for innovative drugs? http://bbc.in/14mvkz0
3,Study Finds Medtronic Heart Valve Superior to Surgery http://on.wsj.com/1rQUgX6
1,Air Pollution May Nearly Double Autism Risk http://nbcnews.to/13eeS3x
7,Brain's dementia weak spot found http://bbc.in/1r5iCPY
7,Shift workers 'sicker and fatter' http://bbc.in/1BFg63L
6,KHN surveys ballot referenda from Florida Missouri and Massachusetts: http://khne.ws/XdPwNC
6,In San Antonio here's how police deal with mental illness -- treat it @JennyAGold reports: http://khne.ws/Yv8VNp
2,Toronto doctor gives U.S. senators a lesson on Canadian health care http://bit.ly/1kmSgll
0,RT @ABC: 12 reasons to stop multitasking http://abcn.ws/11l4HX3 via @goodhealth
6,"Hill Republicans hammered the health law's ""risk corridors"" provision Wednesday. @MaryAgnesCarey was there: http://khne.ws/MtEe58"
1,Prostate cancer treatments have long-term side effects http://nbcnews.to/Vwn4HC
0,Warm up this weekend with one of these 70 soup #recipes from classic to crazy-good right here! http://ow.ly/h5S5B
7,Clegg sets mental health wait limits http://bbc.in/1vRUi13
6,Your Smartphone Might Hold Key To Your Medical Records @estawickimpr reports: http://khne.ws/126WktC
2,Bad luck plays the biggest role in getting most cancers researchers suggest http://www.cbc.ca/news/health/two-thirds-of-cancers-caused-by-bad-luck-not-genetics-environment-1.2888125?cmp=rss
7,VIDEO: 'Why does my breastfeeding offend?' http://bbc.in/12If23t
4,Explosive blasts leave distinct injuries in #veterans? brains study finds http://ow.ly/HnWWZ
1,FDA proposes strict new safety rules for animal food http://nbcnews.to/1gNN3nV
4,Review finds best exercises to prevent women?s knee injury http://ow.ly/FV4YU
0,Improve your flexibility: Learn to touch your toes with #yoga --&gt http://ow.ly/DSCx1
0,Medical mystery solved: A genetic loss of blood pressure baffled doctors for decades http://ow.ly/aZgUK
2,RT @NightShiftMD: Make Exercise a Vital Sign http://www.cbc.ca/1.2890102 Here's why I love this idea.
1,North Dakota Catholics warned of possible hepatitis exposure from bishop during communion http://nbcnews.to/1aKyUPF
6,Half baked? http://khne.ws/1slp045 #insurance http://pbs.twimg.com/media/BzhjeZuCYAAueLe.jpg
1,Ebola Coincidence: Amber Vinson Neighbor Also Knew Duncan http://nbcnews.to/1vY9u0p
1,Supreme Court offers nuns a birth control 'out' http://nbcnews.to/1mSwhnX
6,Few Medicaid Docs Have Seen 2013 Pay Raise @PhilGalewitz tells us why: http://khne.ws/11TU6o9
2,Dr. Bob Rishiraj accused over propofol use in case of brain damaged teen http://www.cbc.ca/news/canada/british-columbia/dr-bob-rishiraj-accused-over-propofol-use-in-case-of-brain-damaged-teen-1.2834105?cmp=rss
1,'Happy Camper': Ebola Patient's Dog Gets TLC http://nbcnews.to/1vd6Q5x
0,#Depression is not a normal part of #aging yet it often goes undiagnosed. How to help an older person who's depressed: http://bit.ly/o5YiO3
0,Best fitness apps for weight loss http://ow.ly/82SHb
2,Uncommon birth defect appears in 3 babies in homes on 1 road http://www.cbc.ca/news/canada/nova-scotia/uncommon-birth-defect-appears-in-3-babies-in-homes-on-1-road-1.2652759?cmp=rss
0,4% of adults have #ADHD. These are the 15 most common signs: http://ow.ly/Eeg03
7,VIDEO: Obesity costs UK £47bn a year http://bbc.in/1vrBt8W
0,Blake Lively’s Cauliflower Recipe Makes Us Want to Eat Our Vegetables http://wp.me/p2yZYB-vKY via @greatideas http://pbs.twimg.com/media/B_YNTBzU8AApu_-.jpg
6,Was federal support for health insurance #exchanges worth the investment? http://khne.ws/1mXTAv9
7,Thousands 'eligible for Ebola drugs' http://bbc.in/1uXcoBO
2,Dementia treatment research needs to be sped up Ottawa summit hears http://www.cbc.ca/news/health/dementia-treatment-research-needs-to-be-sped-up-ottawa-summit-hears-1.2763151?cmp=rss
0,Immune-Boosting Foods May Add to #Flu Defense http://wp.me/p2yZYB-jr9
0,Are you trying to get more calcium and Vitamin D in your diet but don't want to drink milk all day? Try these recipe ideas....
1,Hey coach! Too much sports practice can hurt kids long-term http://nbcnews.to/117QZ6z
0,Amazing advice today thanks @CynthiaSass! Thank you everyone for joining us to #TalkNutrition today. Good luck with your resolutions!
7,Health warning over Ramadan fasting http://bbc.in/1sCQIXO
6,RT @JohnFairhall: Kaiser Health News Goes Global: Community Health Workers In Ethiopia Model For U.S.? The Atlantic http://www.theatlantic.com/health/archive/2014/02/how-community-health-workers-dramatically-improve-health-care/283555/
7,VIDEO: How to avoid catching Ebola http://bbc.in/1wz5tw2
6,Husbands are usually the stubborn ones: http://khne.ws/13aaz6q
0,Want to save even MORE money on #BlackFriday? Sign up for special coupon codes with the @CoziFamily app! http://ow.ly/EbvQ7
3,Obama Administration Offers Contraception Compromise http://on.wsj.com/1tstKVk
1,FDA warns against counterfeit male sexual enhancement product http://nbcnews.to/1bAQR53
1,We'll be chatting with @DrNancyNBCNEWS about early Alzheimer's on Google+ at 9 a.m. ET. Join us here: http://bit.ly/145p78L #AskDrNancy
1,Men drink less when they pay more for cigarettes study finds http://nbcnews.to/14CRAEA
3,RT @heatherhaddon: NJ is finalizing Ebola quarantine protocols unclear if they will be made public http://on.wsj.com/1rBvEOP via @WSJ
0,RT @DrRoshiniRaj: Q7 @goodhealth Find relaxing things to do in the evening - like reading or taking a bath- and make them part of your bedt…
6,HHS report: #Obamacare insurance subsidies helped Americans save 76% on premiums -- http://khne.ws/1nPu9gV
0,#Fashion QuickPick: What's your favorite summer dress style? Vote here: http://bit.ly/cROFSy
0,RT @fitsugar: Healthy #Halloween sweet treats that'll satisfy your candy cravings http://bit.ly/p9E6Vl
0,Stock up on these 17 satisfying high-protein snacks: http://ow.ly/IenDB
0,Countdown to Christmas with treats! 23: Peppermint Ice Cream Cake http://ow.ly/fes7C
0,7 Weird Things That Can Mess With Your Heartbeat http://wp.me/p2yZYB-vqk http://pbs.twimg.com/media/B-4oQgMUIAEHcKO.jpg
0,28 ways to simplify your life in #2013! http://ow.ly/ggEWR http://ow.ly/i/1hciR
3,RT @janetadamy: Self-referral thrives at 21st Century Oncology despite Stark Law. My story with John Carreyrou http://on.wsj.com/1ynbAFb #Medi?
2,1 in 5 Canadians struggle with chronic pain http://www.cbc.ca/news/canada/british-columbia/1-in-5-canadians-struggle-with-chronic-pain-1.2622277?cmp=rss
6,Yes Virginia There Is A Medical Home http://khne.ws/YmyQpj
0,Over at Health we'd choose cycle! What does everyone else think? RT @greatist: Would you rather cycle or run for an hour?
2,Birth control pill threatens fish populations http://www.cbc.ca/news/technology/birth-control-pill-threatens-fish-populations-1.2796897?cmp=rss
2,Caffeine very common for kids youths: study http://bit.ly/1aO4K4g
2,Curb junk food ads aimed at children group says http://bit.ly/15O8zTV
1,All Together: U.S. Ebola Survivors Meet on TODAY http://nbcnews.to/1ttiNis
2,RT @NightShiftMD: @TheCurrentCBC today: @juliaoftoronto and I talk about Dr. Oz &amp the backlash over his claims about diet supplements. Just…
1,London firefighters: Don't put your privates in a toaster http://nbcnews.to/18X8zQo
0,Loving these creative grilled dishes. Who knew you could grill clams?! http://bit.ly/pfNSyM [via @My_Recipes]
4,After long wait Illinois to issue medical #marijuana licenses http://ow.ly/IpHaw
6,Consumer groups say the chronically ill still face insurer discrimination: http://khne.ws/1tafz72
2,New York doctor who contracted Ebola to get out of hospital Tuesday http://www.cbc.ca/news/world/ebola-outbreak-nyc-doctor-craig-spencer-to-be-released-from-hospital-1.2830802?cmp=rss
0,Yes you CAN still eat carbs and be healthy: http://ow.ly/JgoqA (via @HealthyLiving)
0,If you're on a diet these 10 foods can help you feel fuller longer! http://ow.ly/DDZO4 #weightloss
7,AUDIO: Four-hour queues to see retiring GP http://bbc.in/QIGGXc
0,RT @CynthiaSass: Q6 @goodhealth And while they're key it’s also important not to go overboard by eating too much healthy protein &amp fat #Ta…
6,"Medicare is seeking to limit the number of seniors placed in hospital ""observational care."" http://khne.ws/ZFfvyx"
1,No Evidence MERS Spread in Florida Hospital Officials Say http://nbcnews.to/1nTIp84
0,RT @CynthiaSass: @goodhealth Q2 The problem w/gaining 1 holiday lb is it’s not usually lost which contributes to the avg 10 lb/decade gain…
7,Is water fluoridation the next big thing? http://bbc.in/1gp2u4r
7,VIDEO: Abuse and neglect at care home http://bbc.in/16U8ayy
2,Should your genetic test results be private? http://www.cbc.ca/news/health/genetic-tests-may-affect-insurance-employment-1.3018086?cmp=rss
3,RT @stefaniei: Faces of the Health Law: Check out readers' stories of their experience with the law and share your own. http://t.co/4Q8fdP?
5,Should you jump on the bone broth bandwagon? http://ow.ly/IHcSJ
0,All you need is a strainer to make poached eggs the easy way: http://ow.ly/Epn1n #cookingtips
1,Nonsurgical Fix Could Replace Open-Heart Surgery Study Suggests http://nbcnews.to/1gQ0V0s
6,It's not just healthcare. gov that opens Saturday state marketplaces are too. What is your state doing? http://khne.ws/1xBAt13
7,Care cuts 'leave old high and dry' http://bbc.in/1C7Srep
7,15% of GP antibiotic courses 'fail' http://bbc.in/1n4K2nl
2,$31.5M in federal funds dedicated to national dementia research http://www.cbc.ca/news/health/national-dementia-research-intitiative-gets-31-5m-federal-funding-1.2762253?cmp=rss
4,Israel?s Brainstorm says stem cell drug benefits most patients in #ALS trial http://ow.ly/GOCYS
4,Texas girl 4 wants to ?shake off? #cancerwith Taylor Swift http://ow.ly/JJlMj #ShakeItOffJalene @taylorswift13 http://pbs.twimg.com/media/B-3qPy6UEAAZepu.jpg
6,The House approved a $16.3B measure to reform Vets' health care Senate expected to approve measure later Thursday: http://khne.ws/WPas0l
0,How Additives in Processed Foods May Alter Your Gut Bacteria and Why That's a Bad Thing http://wp.me/p2yZYB-vwS http://pbs.twimg.com/media/B-585JTUQAE3fE9.jpg
3,RT @sarahneedleman: Out-of-work consultant starts his own company after discovering his stutter put off employers. http://on.wsj.com/1gNi5IF
0,@rebecca_toback They ARE delicious. :)
6,Texas Imposes New Rules On Health Insurance Navigators from @becca_aa of @TexasTribune : http://khne.ws/1fftRKY
7,Smokers edge close to one billion http://bbc.in/1ific0F
7,VIDEO: Clegg vows action to stop FGM http://bbc.in/1lp0AiR
7,Rugby youth face scrum safety tests http://bbc.in/1iNMV7j
0,Grilled chicken is a cookout staple but that doesn't mean it has to be boring! #HappyJuly4 http://ow.ly/bZSNE
4,Super Bowl outcome depends on players? biological clocks study suggests http://ow.ly/Ia239
3,RT @jonathanrockoff: @ronwinslow on new research pointing way for a targeted immunotherapy approach to common cancers: http://t.co/lRcy3ic8?
0,20 Last-Minute Date Ideas for a Healthier Valentines Day! Thanks @greatist! http://wp.me/p2yZYB-jPs
0,Catch this genius trick to cut carrots evenly: http://ow.ly/DDGQ4 #cookingtips
1,Dr. Nancy: Almost 38 000 Syrian Babies Born as Refugees http://nbcnews.to/Pt7eMp
7,Children 'under-dosed' on penicillin http://bbc.in/1dM3pXO
3,RT @TomBurtonWSJ: A nerve-stimulating device for sleep apnea sharply reduces the number of times people stop breathing at night. http://t.c?
5,Giving birth without the hospital? @CraneKristine explores the growing trend of midwifery. http://ow.ly/GQjJi
0,What to when the holidays literally give you a headache! http://bit.ly/rWgK1s
0,Not sure what's in those frozen veggie burgers? Make your own! Here are five great #recipes for #vegetarian #meals. http://ow.ly/m6O6b
0,Want younger-looking skin? Sometimes it's not all about products. See 14 lifestyle changes that can make you younger: http://ow.ly/JSDLA
0,RT @POPSUGARFitness: Wonder why you're not losing weight? @goodhealth shares 4 myths about fat: http://popsu.gr/30859179
2,'We can't conclude that the drugs work ' WHO says as Ebola treatment survey begins http://www.cbc.ca/news/health/ebola-outbreak-no-treatments-proven-so-far-who-says-1.2835092?cmp=rss
7,Modern life 'turning people off sex' http://bbc.in/IiHX40
4,Docs skeptical about Paltrow's V-steaming claims http://ow.ly/Iloft
0,Stressed? Our Move of the Week--Child's Pose--will help #yoga http://wp.me/p2yZYB-l8w
7,Obesity projections 'underestimated' http://bbc.in/1hNDHs4
1,Fussy Children Watch More TV: Study http://nbcnews.to/1qw02fc
2,Medical marijuana use without safety proof worries doctors http://bit.ly/1j1fpcW
7,Hospital bed attack victim dies http://bbc.in/1jHHgzd
0,Dig into these 24 mouthwatering cranberry recipes: http://ow.ly/G08aL
0,Co-Sleeping? Make That NO Sleeping http://wp.me/p2yZYB-tHZ
4,Prenatal exposure to household chemical linked to reduced IQ study says http://ow.ly/FGHl2 @EditorNicoleK
7,VIDEO: Measles outbreak blamed on parents http://bbc.in/1JM3uw4
2,CBC investigation prompts Nunavut health-care review http://www.cbc.ca/news/canada/north/nunavut-orders-health-care-review-following-cbc-investigation-1.2826498?cmp=rss
5,RT @ElizabethRenter: How to Talk So Your Doctor Will Listen - My latest for @USNewsHealth and @nerdhealth http://buff.ly/1FVm7e9 #Medicine
0,RT @MSNHealth: The Mediterranean? The Volumetrics? Or maybe the DASH? U.S. News’ Best Overall Diet Plans of 2011: http://on-msn.com/lffdmg
1,Opinion: Pro sports should ban sexual orientation questions http://nbcnews.to/XfVFbX
2,Salaried family doctors may have to take on new patients http://bit.ly/12ONS8w
3,Lethal-Injection Drug Is Scrutinized http://on.wsj.com/1nVYJq4
1,Scary faces terrify woman with unusual condition http://nbcnews.to/ZfPJxL
0,Were you late to #work or behind on a project? Pinpoint your weaknesses and 10 strategies for getting the job done. http://ow.ly/lyHvq
0,RT @CharityIdeas: 100 Best Companies to Work for 2011 Fortune http://cnnmon.ie/w0gDqv #jobsearch #hiring
5,Make Breakfast Not War. 6 ideas from @tamaraduker http://ow.ly/ItLuc #paleo #glutenfree #vegetarian
4,Brain's 'pain meter' identified http://ow.ly/K9ThS
1,Gov't document: Health site posed security risk http://nbcnews.to/1dOPvIx
2,RT @kimbrunhuber: CIHI report: Rising # of bariatric surgeries for extremely obese Canadians. Significant benefits but access a major probl…
0,Lupus May Be Linked to Serious Pregnancy Complication http://wp.me/p2yZYB-ic3
2,WATCH VIDEO: @adriearsenault is in Monrovia Liberia in heart of Africa's Ebola outbreak. Take a look @ life there: https://www.youtube.com/watch?v=9k05L8utbd0&feature=youtu.be&t
0,13 Tips for Saving Money on Prescription Drugs http://ow.ly/bqMch
