0,DIAMOND SHAMROCK DIA CUTS CRUDE PRICES NEW YORK FEB Diamond Shamrock Corp said thateffective today it had cut its contract prices for crude oil by dlrs a barrel The reduction brings its posted price for West TexasIntermediate to dlrs a barrel the copany said The price reduction today was made in the light of fallingoil product prices and a weak crude oil market a companyspokeswoman said Diamond is the latest in a line of U S oil companies thathave cut its contract or posted prices over the last two daysciting weak oil markets 
0,OPEC MAY HAVE TO MEET TO FIRM PRICES ANALYSTS AUTHOR BY TED D AFFLISIO Reuters AUTHOR NEW YORK Feb OPEC may be forced to meet before ascheduled June session to readdress its production cuttingagreement if the organization wants to halt the current slidein oil prices oil industry analysts said The movement to higher oil prices was never to be as easyas OPEC thought They may need an emergency meeting to sort outthe problems said Daniel Yergin director of Cambridge EnergyResearch Associates CERA Analysts and oil industry sources said the problem OPECfaces is excess oil supply in world oil markets OPEC s problem is not a price problem but a productionissue and must be addressed in that way said Paul Mlotok oilanalyst with Salomon Brothers Inc He said the market s earlier optimism about OPEC and itsability to keep production under control have given way to apessimistic outlook that the organization must address soon ifit wishes to regain the initiative in oil prices But some other analysts were uncertain that even anemergency meeting would address the problem of OPEC productionabove the mln bpd quota set last December OPEC has to learn that in a buyers market you cannot havedeemed quotas fixed prices and set differentials said theregional manager for one of the major oil companies who spokeon condition that he not be named The market is now trying toteach them that lesson again he added David T Mizrahi editor of Mideast reports expects OPECto meet before June although not immediately However he isnot optimistic that OPEC can address its principal problems They will not meet now as they try to take advantage of thewinter demand to sell their oil but in late March and Aprilwhen demand slackens Mizrahi said But Mizrahi said that OPEC is unlikely to do anything morethan reiterate its agreement to keep output at mln bpd Analysts said that the next two months will be critical forOPEC s ability to hold together prices and output OPEC must hold to its pact for the next six to eight weekssince buyers will come back into the market then said DillardSpriggs of Petroleum Analysis Ltd in New York But Bijan Moussavar Rahmani of Harvard University s Energyand Environment Policy Center said that the demand for OPEC oilhas been rising through the first quarter and this may haveprompted excesses in its production Demand for their OPEC oil is clearly above mln bpdand is probably closer to mln bpd or higher now so what weare seeing characterized as cheating is OPEC meeting thisdemand through current production he told Reuters in atelephone interview 
0,TEXACO CANADA CUTS CRUDE PRICES CANADIAN CTS BBL PAR GRADE TO CANADIAN DLRSBlah blah blah 
0,TEXACO CANADA TXC LOWERS CRUDE POSTINGS NEW YORK Feb Texaco Canada said it lowered thecontract price it will pay for crude oil Canadian cts abarrel effective today The decrease brings the company s posted price for thebenchmark grade Edmonton Swann Hills Light Sweet to Canadian dlrs a bbl Texaco Canada last changed its crude oil postings on Feb 
0,MARATHON PETROLEUM REDUCES CRUDE POSTINGS NEW YORK Feb Marathon Petroleum Co said it reducedthe contract price it will pay for all grades of crude oil onedlr a barrel effective today The decrease brings Marathon s posted price for both WestTexas Intermediate and West Texas Sour to dlrs a bbl TheSouth Louisiana Sweet grade of crude was reduced to dlrsa bbl The company last changed its crude postings on Jan 
0,HOUSTON OIL HO RESERVES STUDY COMPLETED HOUSTON Feb Houston Oil Trust said that independentpetroleum engineers completed an annual study that estimatesthe trust s future net revenues from total proved reserves at mln dlrs and its discounted present value of the reserves at mln dlrs Based on the estimate the trust said there may be no moneyavailable for cash distributions to unitholders for theremainder of the year It said the estimates reflect a decrease of about pct innet reserve revenues and pct in discounted present valuecompared with the study made in 
0,KUWAIT SAYS NO PLANS FOR EMERGENCY OPEC TALKS KUWAIT March Kuwait s Oil Minister in remarkspublished today said there were no plans for an emergency OPECmeeting to review oil policies after recent weakness in worldoil prices Sheikh Ali al Khalifa al Sabah was quoted by the localdaily al Qabas as saying None of the OPEC members has askedfor such a meeting He denied Kuwait was pumping above its quota of barrels of crude daily bpd set under self imposed productionlimits of the nation organisation Traders and analysts in international oil markets estimateOPEC is producing up to one mln bpd above a ceiling of mlnbpd agreed in Geneva last December They named Kuwait and the United Arab Emirates along withthe much smaller producer Ecuador among those producing abovequota Kuwait they said was pumping mln bpd This rumour is baseless It is based on reports which saidKuwait has the ability to exceed its share They suppose thatbecause Kuwait has the ability it will do so the ministersaid Sheikh Ali has said before that Kuwait had the ability toproduce up to mln bpd If we can sell more than our quota at official prices while some countries are suffering difficulties marketing theirshare it means we in Kuwait are unusually clever he said He was referring apparently to the Gulf state of qatar which industry sources said was selling less than bpdof its bpd quota because buyers were resistingofficial prices restored by OPEC last month pegged to a markerof dlrs per barrel Prices in New York last week dropped to their lowest levelsthis year and almost three dollars below a three month high of dollars a barrel Sheikh Ali also delivered a challenge to any internationaloil company that declared Kuwait sold below official prices Because it was charging its official price of dlrs abarrel it had lost custom he said but did not elaborate However Kuwait had guaranteed markets for its oil becauseof its local and international refining facilities and its owndistribution network abroad he added He reaffirmed that the planned meeting March of OPEC sdifferentials committee has been postponed until the start ofApril at the request of certain of the body s members Ecuador s deputy energy minister Fernando Santos Alvite saidlast Wednesday his debt burdened country wanted OPEC to assigna lower official price for its crude and was to seek this attalks this month of opec s pricing committee Referring to pressure by oil companies on OPEC members inapparent reference to difficulties faced by Qatar he said Weexpected such pressure It will continue through March andApril But he expected the situation would later improve 
0,INDONESIA SEEN AT CROSSROADS OVER ECONOMIC CHANGE AUTHOR By Jeremy Clift Reuters AUTHOR JAKARTA March Indonesia appears to be nearing apolitical crossroads over measures to deregulate its protectedeconomy the U S Embassy says in a new report To counter falling oil revenues the government haslaunched a series of measures over the past nine months toboost exports outside the oil sector and attract newinvestment Indonesia the only Asian member of OPEC and a leadingprimary commodity producer has been severely hit by last year sfall in world oil prices which forced it to devalue itscurrency by pct in September But the U S Embassy report says President Suharto sgovernment appears to be divided over what direction to leadthe economy It appears to be nearing a crossroads with regard toderegulation both as it pertains to investments and imports the report says It primarily assesses Indonesia s agriculturalsector but also reviews the country s general economicperformance It says that while many government officials and advisersare recommending further relaxation there are equally strongpressures being exerted to halt all such moves This group strongly favours an import substitution economy the report says Indonesia s economic changes have been welcomed by the WorldBank and international bankers as steps in the right direction though they say crucial areas of the economy like plastics andsteel remain highly protected and virtual monopolies Three sets of measures have been announced since last May which broadened areas for foreign investment reduced traderestrictions and liberalised imports The report says Indonesia s economic growth in calendar was probably about zero and the economy may even havecontracted a bit This is the lowest rate of growth since themid s the report notes Indonesia the largest country in South East Asia with apopulation of million is facing general elections inApril But the report hold out little hope for swift improvementin the economic outlook For early indications point to aslightly positive growth rate not exceeding one pct Economicactivity continues to suffer due to the sharp fall in exportearnings from the petroleum industry Growth in the non oil sector is low because of weakdomestic demand coupled with excessive plant capacity realdeclines in construction and trade and a reduced level ofgrowth in agriculture the report states Bankers say continuation of present economic reforms iscrucial for the government to get the international lending itsneeds A new World Bank loan of mln dlrs last month in balanceof payments support was given partly to help the governmentmaintain the momentum of reform the Bank said 
0,SAUDI RIYAL DEPOSIT RATES REMAIN FIRM BAHRAIN March Saudi riyal interbank deposits weresteady at yesterday s higher levels in a quiet market Traders said they were reluctant to take out new positionsamidst uncertainty over whether OPEC will succeed in haltingthe current decline in oil prices Oil industry sources said yesterday several Gulf Arabproducers had had difficulty selling oil at official OPECprices but Kuwait has said there are no plans for an emergencymeeting of the member organisation A traditional Sunday lull in trading due to the Europeanweekend also contributed to the lack of market activity Spot next and one week rates were put at pctafter quotes ranging between seven six yesterday One three and six month deposits were quoted unchanged at and pct respectively The spot riyal was quietly firmer at to thedollar after quotes of yesterday 
0,QATAR UNVEILS BUDGET FOR FISCAL DOHA March The Gulf oil state of Qatar recoveringslightly from last year s decline in world oil prices announced its first budget since early and projected adeficit of billion riyals The deficit compared with a shortfall of billion riyalsin the last published budget for In a statement outlining the budget for the fiscal year beginning today Finance and Petroleum Minister SheikhAbdul Aziz bin Khalifa al Thani said the government expected tospend billion riyals in the period Projected expenditure in the budget had been billion riyals Sheikh Abdul Aziz said government revenue would be about billion riyals down by about pct on the projected revenue of billion The government failed to publish a budget due touncertainty surrounding oil revenues Sheikh Abdul Aziz said that during that year the governmentdecided to limit recurrent expenditure each month toone twelfth of the previous fiscal year s allocations minus pct He urged heads of government departments and publicinstitutions to help the government rationalise expenditure Hedid not say how the budget shortfall would be covered Sheikh Abdul Aziz said plans to limit expenditure in had been taken in order to relieve the burden placed onthe country s foreign reserves He added in some billion riyals had beenallocated for major projects including housing and publicbuildings social services health education transport andcommunications electricity and water industry andagriculture No figure was revealed for expenditure on defence andsecurity There was also no projection for oil revenue Qatar an OPEC member has an output ceiling of barrels per day Sheikh Abdul Aziz said Our expectations of positive signsregarding oil price trends foremost among them OPEC sdetermination to shoulder its responsibilites and protect itswealth have helped us make reasonable estimates for the comingyear s revenue on the basis of our assigned quota 
0,SAUDI ARABIA REITERATES COMMITMENT TO OPEC PACT BAHRAIN March Saudi Arabian Oil Minister Hisham Nazerreiterated the kingdom s commitment to last December s OPECaccord to boost world oil prices and stabilise the market theofficial Saudi Press Agency SPA said Asked by the agency about the recent fall in free marketoil prices Nazer said Saudi Arabia is fully adhering by the Accord and it will never sell its oil at prices below thepronounced prices under any circumstance Nazer quoted by SPA said recent pressure on free marketprices may be because of the end of the northern hemisphere winter season and the glut in the market Saudi Arabia was a main architect of the December accord under which OPEC agreed to lower its total output ceiling by pct to mln barrels per day bpd and return to fixedprices of around dlrs a barrel The agreement followed a year of turmoil on oil markets which saw prices slump briefly to under dlrs a barrel inmid from about dlrs in late Free market pricesare currently just over dlrs Nazer was quoted by the SPA as saying Saudi Arabia sadherence to the accord was shown clearly in the oil market He said contacts among members of OPEC showed they allwanted to stick to the accord In Jamaica OPEC President Rilwanu Lukman who is alsoNigerian Oil Minister said the group planned to stick with thepricing agreement We are aware of the negative forces trying to manipulatethe operations of the market but we are satisfied that thefundamentals exist for stable market conditions he said Kuwait s Oil Minister Sheikh Ali al Khalifa al Sabah saidin remarks published in the emirate s daily Al Qabas there wereno plans for an emergency OPEC meeting to review prices Traders and analysts in international oil markets estimateOPEC is producing up to one mln bpd above the mln ceiling They named Kuwait and the United Arab Emirates along withthe much smaller producer Ecuador among those producing abovequota Sheikh Ali denied that Kuwait was over producing 
0,SAUDI FEBRUARY CRUDE OUTPUT PUT AT MLN BPD ABU DHABI March Saudi crude oil output last month fellto an average of mln barrels per day bpd from mln bpdin January Gulf oil sources said They said exports from the Ras Tanurah and Ju aymahterminals in the Gulf fell to an average mln bpd last monthfrom mln in January because of lower liftings by somecustomers But the drop was much smaller than expected after Gulfexports rallied in the fourth week of February to mln bpdfrom mln in the third week the sources said The production figures include neutral zone output but notsales from floating storage which are generally consideredpart of a country s output for Opec purposes Saudi Arabia has an Opec quota of mln bpd under aproduction restraint scheme approved by the nation grouplast December to back new official oil prices averaging dlrsa barrel The sources said the two fold jump in exports last weekappeared to be the result of buyers rushing to lift Februaryentitlements before the month end Last week s high export levels appeared to show continuedsupport for official Opec prices from Saudi Arabia s main crudecustomers the four ex partners of Aramco the sources said The four Exxon Corp XON Mobil Corp MOB Texaco Inc TX and Chevron Corp CHV signed a long term agreementlast month to buy Saudi crude for dlrs a barrel However the sources said the real test of Saudi Arabia sability to sell crude at official prices in a weak market willcome this month when demand for petroleum productstraditionally tapers off Spot prices have fallen in recentweeks to more than one dlr below Opec levels Saudi Arabian oil minister Hisham Nazer yesterdayreiterated the kingdom s commitment to the December OPEC accordand said it would never sell below official prices The sources said total Saudi refinery throughput fellslightly in February to an average mln bpd from mln inJanuary because of cuts at the Yanbu and Jubail exportrefineries They put crude oil exports through Yanbu at bpdlast month compared to zero in January while throughput atBahrain s refinery and neutral zone production remained steadyat around bpd each 
